tipo,seccion,titulo,subtitulo,url,thumbnail,fecha,medio,fecha_registro
articulo,/politica,George Forsyth se reunió con el secretario general de la OEA en Estados Unidos,"El candidato presidencial no participó en las elecciones internas del último domingo y viajó a Washington para reunirse con Luis Almagro, secretario general de la OEA. ",https://larepublica.pe/politica/2020/11/30/george-forsyth-se-reunio-con-el-secretario-general-de-la-oea-en-estados-unidos/,https://cloudfront-us-east-1.images.arcpublishing.com/gruporepublica/L5F3NW76NBBYHB5LSJ7AGTPKUY.png,"11/30/2020, 8:33:13 PM",larepublica,2021-02-18 14:32:14
articulo,/elecciones,Guzmán a militantes tras internas: Gracias por la confianza en Flor Pablo y en mí,"El precandidato presidencial del Partido Morado indicó que apoyo en los comicios los consolidaba; a su turno, su precandidata a primera vicepresidencia ofreció trabajar por un “gobierno decente”.",https://larepublica.pe/elecciones/2020/11/30/guzman-a-militantes-tras-internas-gracias-por-la-confianza-en-flor-pablo-y-en-mi-pltc/,https://cloudfront-us-east-1.images.arcpublishing.com/gruporepublica/L2YLV3GTQVGXBLEQE6IPKCW3FE.jpg,"11/30/2020, 6:24:13 PM",larepublica,2021-02-18 14:32:14
articulo,/politica,"Acción Popular: Lescano se perfila como candidato al 53,37% de actas procesadas",La lista liderada por el excongresista lleva una ventaja de más de 6.000 votos frente a la de Edmundo del Águila. Barnechea y Diez Canseco habían declinado su precandidatura. ,https://larepublica.pe/politica/2020/11/29/accion-popular-lescano-se-perfila-como-candidato-al-5337-de-actas-procesadas-mdga/,https://cloudfront-us-east-1.images.arcpublishing.com/gruporepublica/RIZKLZPQQ5HE7OCQOERVP25T5A.jpg,"11/30/2020, 5:30:20 PM",larepublica,2021-02-18 14:32:14
articulo,/elecciones,Hernando de Soto reta a Vizcarra para debatir sobre nueva constitución,"El precandidato presidencial por Avanza País cuestionó si el exmandatario conocía qué significaba un referéndum, por lo cual lo invitó a reunirse con él en Villa el Salvador.",https://larepublica.pe/elecciones/2020/11/30/hernando-de-soto-reta-a-vizcarra-para-debatir-sobre-nueva-constitucion-pltc/,https://cloudfront-us-east-1.images.arcpublishing.com/gruporepublica/UKI5P4E3BFBSHEDCIJQXSYFIEI.jpg,"11/30/2020, 5:05:33 PM",larepublica,2021-02-18 14:32:14
articulo,/politica,Siete partidos políticos de Puno ya definieron a sus candidatos al Congreso ,Militantes los eligieron en las elecciones internas que fueron monitoreadas por la Onpe. Delegados de otras agrupaciones votarán el próximo domingo.,https://larepublica.pe/politica/2020/11/30/siete-partidos-politicos-de-puno-ya-definieron-a-sus-candidatos-al-congreso-lrsd/,https://cloudfront-us-east-1.images.arcpublishing.com/gruporepublica/YPVPOS35VZAFPKORKIEZGKRCZQ.jpg,"11/30/2020, 4:36:58 PM",larepublica,2021-02-18 14:32:14
articulo,/politica,Los primeros candidatos al Congreso por Tacna y Moquegua ,Militantes de siete partidos políticos acudieron ayer a las urnas. En ambas regiones hubo poca participación.,https://larepublica.pe/politica/2020/11/30/los-primeros-candidatos-al-congreso-por-tacna-y-moquegua-lrsd/,https://cloudfront-us-east-1.images.arcpublishing.com/gruporepublica/7AQVSVXJCVEZDDRZRJGPHN6K5Q.jpg,"11/30/2020, 4:20:09 PM",larepublica,2021-02-18 14:32:14
articulo,/politica,Partidos eligieron a los primeros candidatos al Congreso por Cusco,"ONPE ya tiene al 100% el conteo de actas en Cusco. Como en todo el país, solo militantes de siete partidos acudieron a las urnas. Hay varias caras conocidas.",https://larepublica.pe/politica/2020/11/30/partidos-eligieron-a-los-primeros-candidatos-al-congreso-por-cusco-lrsd/,https://cloudfront-us-east-1.images.arcpublishing.com/gruporepublica/FS24D2FAKJGUBJZ6CS7HF3W7PM.jpg,"11/30/2020, 4:16:40 PM",larepublica,2021-02-18 14:32:14
articulo,/elecciones,Susel Paredes: Honraré su voto entregando el alma y por un Perú más justo,La candidata al Parlamento por el Partido Morado agradeció a los militantes que votaron en los comicios internos de la agrupación política. La exfiscalizadora lidera la lista congresal de Guzmán.,https://larepublica.pe/elecciones/2020/11/30/susel-paredes-honrare-su-voto-entregando-el-alma-y-por-un-peru-mas-justo-pltc/,https://cloudfront-us-east-1.images.arcpublishing.com/gruporepublica/JW6THFDDKRF55HJEQX2BR7ZK2E.jpg,"11/30/2020, 3:39:24 PM",larepublica,2021-02-18 14:32:14
articulo,/politica,Conozca a los primeros candidatos al Congreso por Arequipa ,ONPE continúa conteo de actas tras elecciones internas de ayer. Solo militantes de siete partidos en Arequipa acudieron a las urnas para escoger a sus candidatos.,https://larepublica.pe/politica/2020/11/30/conozca-a-los-primeros-candidatos-al-congreso-por-arequipa-lrsd/,https://cloudfront-us-east-1.images.arcpublishing.com/gruporepublica/PHKV7UHX4FENLI3CMUA5VS2F2A.jpg,"11/30/2020, 1:43:11 PM",larepublica,2021-02-18 14:32:14
articulo,/politica,Yonhy Lescano sobre elecciones internas: Acción Popular no está dividido,El precandidato presidencial destacó que la ventaja que tiene en los informes preliminares sobre las elecciones internas evidencia que la posición a favor de vacar a Martín Vizcarra es minoritaria. ,https://larepublica.pe/politica/2020/11/30/yonhy-lescano-sobre-elecciones-internas-accion-popular-no-esta-dividido/,https://cloudfront-us-east-1.images.arcpublishing.com/gruporepublica/ZT4HEHCGUZCY7I76H57CVFRMII.jpg,"11/30/2020, 1:17:05 PM",larepublica,2021-02-18 14:32:14
articulo,/elecciones,ONPE publica reporte parcial de los resultados de internas en partidos,El último domingo se realizaron las elecciones internas en las agrupaciones políticas con miras a los comicios generales del 2021.,https://larepublica.pe/elecciones/2020/11/30/onpe-publica-reporte-parcial-de-los-resultados-de-internas-en-partidos-pltc/,https://cloudfront-us-east-1.images.arcpublishing.com/gruporepublica/6LO4KVKRGBHRNNKAXMKM4DKSUQ.jpg,"11/30/2020, 12:15:45 PM",larepublica,2021-02-18 14:32:14
articulo,,Partidos eligieron a sus candidatos para comicios 2021,"Proceso electoral. Guzmán ganó las internas del Partido Morado y Vílchez en el Apra, según información de los personeros. En Acción Popular gana Yonhy Lescano. Mientras que otros cinco partidos ratificaron a sus postulantes presidenciales de lista única mediante la modalidad de un militante, un voto. Y 16 agrupaciones eligieron a sus delegados, quienes votarán el domingo 6 de diciembre.",https://larepublica.pe/elecciones/2020/11/30/partidos-eligieron-a-sus-candidatos-para-comicios-2021-pltc/,https://cloudfront-us-east-1.images.arcpublishing.com/gruporepublica/6SSXJY463ZAOXA3YGAQOCTK36E.jpg,"11/30/2020, 9:01:21 AM",larepublica,2021-02-18 14:32:14
articulo,,Militantes de partidos eligieron a sus candidatos en el sur,"Proceso. En las regiones de Arequipa, Puno y Cusco, la participación de los militantes varió según el partido. ONPE oficializó los primeros resultados. ",https://larepublica.pe/politica/2020/11/30/militantes-de-partidos-eligieron-a-sus-candidatos-en-el-sur-lrsd/,https://cloudfront-us-east-1.images.arcpublishing.com/gruporepublica/WQRBLWZNPFBLVPFJRQRNM3SYYU.jpg,"11/30/2020, 7:25:01 AM",larepublica,2021-02-18 14:32:14
articulo,/elecciones,"Elecciones 2021: Lescano, Vílchez y Guzmán lideran conteo de votación ",Aspirantes a la presidencial el 2021 acudieron al local de votación designado para cada uno de los ocho partidos que optaron por la modalidad de un militante un voto. ,https://larepublica.pe/elecciones/2020/11/29/elecciones-2021-votacion-de-precandidatos-en-partidos-politicos-hoy-domingo-pltc/,https://cloudfront-us-east-1.images.arcpublishing.com/gruporepublica/IEXQJMXVPVEPRKTW4KN4TOG4UE.jpg,"11/29/2020, 11:17:15 PM",larepublica,2021-02-18 14:32:14
articulo,/politica,"Francisco Sagasti: Si el Congreso aprueba ley ONP, se irá al TC  ","El mandatario Francisco Sagasti resaltó que no lo ve viable el proyecto de ley de devoluciones de la ONP. “Este Gobierno quiere dejar una transición ordenada”, aseguró. ",https://larepublica.pe/politica/2020/11/29/francisco-sagasti-en-vivo-hoy-conferencia-presidente-del-peru-latina-america-tv/,https://cloudfront-us-east-1.images.arcpublishing.com/gruporepublica/KULLS7XWI5EXXF4XBCCPIV2TI4.jpg,"11/29/2020, 9:18:00 PM",larepublica,2021-02-18 14:32:14
articulo,/politica,"Luna: Mi padre no es acusado de coimero, sino de inscribir irregularmente un partido","El congresista de Podemos Perú indicó que la investigación en la que también está implicado, como parte de la organización criminal Los Gángsters de la Política, “es una invención” de la Fiscalía.",https://larepublica.pe/politica/2020/11/29/luna-mi-padre-no-es-acusado-de-coimero-sino-de-inscribir-irregularme-un-partido/,https://cloudfront-us-east-1.images.arcpublishing.com/gruporepublica/UUXM2J56NFFXDMCLOCE3ZCBP6Q.jpg,"11/29/2020, 7:04:03 PM",larepublica,2021-02-18 14:32:14
